id,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_90,instant_bookable,cancellation_policy,host_active,phone,email,id_verification,review,photo,socials,others,air_con,wifi,washer,essentials,kitchen,hangers,iron,tv,hair_dryer,shampoo,laptop_workspace,elevator,dryer,hot_water,bedroom_lock,pool,refrigerator,long_term_stays,gym,microwave,bedrooms_per_accommodates
49091,0,2,0,Woodlands,North Region,1.44255,103.7958,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,4.430816798843313,0.0,0.0,1,14.0,180,90,0,flexible,3417.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0
50646,0,1,0,Bukit Timah,Central Region,1.33235,103.78520999999999,1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,4.382026634673881,0.0,0.0,2,20.0,90,90,0,moderate,3459.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.5
56334,0,2,0,Woodlands,North Region,1.44246,103.79666999999999,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,4.248495242049359,0.0,0.0,1,14.0,6,90,0,flexible,3417.0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.0
71609,0,8,1,Tampines,East Region,1.34541,103.95711999999999,1,Other,Private room,6,1.0,2.0,3.0,Real Bed,5.332718793265369,279.0,56.0,4,28.0,1,90,1,flexible,3316.0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0.3333333333333333
71896,0,8,1,Tampines,East Region,1.3456700000000001,103.95963,1,House,Private room,3,0.5,1.0,1.0,Real Bed,4.553876891600541,140.0,28.0,1,21.0,1,90,1,moderate,3316.0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0.3333333333333333
71903,0,8,1,Tampines,East Region,1.34702,103.96103000000001,1,House,Private room,3,0.5,1.0,2.0,Real Bed,4.653960350157523,140.0,28.0,1,21.0,1,83,0,moderate,3316.0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0.3333333333333333
71907,0,8,1,Tampines,East Region,1.34348,103.96337,1,House,Private room,6,1.0,1.0,7.0,Real Bed,5.342334251964811,279.0,70.0,4,35.0,1,84,1,strict_14_with_grace_period,3316.0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0.16666666666666666
241503,1,4,1,Bedok,East Region,1.3239100000000001,103.91277,1,Townhouse,Private room,1,1.0,1.0,1.0,Real Bed,3.9512437185814275,200.0,0.0,1,0.0,90,8,0,strict_14_with_grace_period,3108.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1.0
241508,1,4,1,Bedok,East Region,1.3239100000000001,103.91277,1,Townhouse,Private room,2,1.0,1.0,2.0,Real Bed,3.9889840465642745,200.0,0.0,1,0.0,90,82,0,strict_14_with_grace_period,3108.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0.5
241510,1,4,1,Bedok,East Region,1.3239100000000001,103.91277,1,Townhouse,Private room,1,1.0,1.0,1.0,Real Bed,3.6888794541139363,250.0,0.0,1,0.0,90,55,0,strict_14_with_grace_period,3108.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1.0
275343,0,45,0,Bukit Merah,Central Region,1.28875,103.80814000000001,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,3.8918202981106265,152.0,65.0,1,0.0,90,40,0,strict_14_with_grace_period,3017.0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1.0
275344,0,45,0,Bukit Merah,Central Region,1.28837,103.81099,1,Apartment,Private room,1,0.5,1.0,0.0,Real Bed,3.6888794541139363,250.0,65.0,1,0.0,90,53,0,moderate,3017.0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1.0
294281,0,6,0,Newton,Central Region,1.31125,103.83816,1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,4.143134726391533,147.0,42.0,1,15.0,2,90,0,moderate,2991.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0.5
301247,0,1,1,Geylang,Central Region,1.31724,103.88958000000001,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,3.6888794541139363,150.0,0.0,1,0.0,10,89,0,moderate,2980.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1.0
324945,0,45,0,Bukit Merah,Central Region,1.28976,103.80896,1,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,3.8066624897703196,200.0,55.0,1,0.0,90,0,0,moderate,3017.0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1.0
330089,0,45,0,Bukit Merah,Central Region,1.28677,103.81244000000001,1,Apartment,Private room,1,2.0,0.0,1.0,Real Bed,3.6888794541139363,150.0,65.0,1,0.0,90,87,0,moderate,3017.0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0.0
330095,0,45,0,Bukit Merah,Central Region,1.2853700000000001,103.81087,1,Apartment,Private room,1,4.0,1.0,1.0,Real Bed,3.6635616461296463,150.0,65.0,1,0.0,180,61,0,strict_14_with_grace_period,3017.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0
344803,0,8,1,Tampines,East Region,1.34943,103.95951,1,House,Private room,1,1.5,1.0,1.0,Real Bed,3.8918202981106265,140.0,28.0,1,14.0,2,89,1,moderate,3316.0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1.0
355955,0,1,1,Geylang,Central Region,1.3142,103.90231999999999,0,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,4.382026634673881,0.0,0.0,1,0.0,90,83,0,flexible,2933.0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0.5
369141,0,6,0,Newton,Central Region,1.3115,103.83759,1,Other,Private room,2,1.0,1.0,1.0,Real Bed,4.0943445622221,150.0,42.0,1,15.0,2,76,0,moderate,2991.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0.5
369145,0,6,0,Newton,Central Region,1.31159,103.83805,1,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,4.0943445622221,150.0,42.0,1,15.0,2,90,0,moderate,2991.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0.5
395191,0,1,0,River Valley,Central Region,1.29345,103.83561999999999,1,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,4.02535169073515,137.0,0.0,2,0.0,90,89,0,strict_14_with_grace_period,2900.0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1.0
423875,0,8,1,Tampines,East Region,1.34838,103.9592,1,House,Private room,3,1.0,1.0,2.0,Real Bed,4.653960350157523,140.0,28.0,1,21.0,1,63,0,flexible,3316.0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0.3333333333333333
468782,0,2,1,Serangoon,North-East Region,1.3628,103.86446,1,House,Private room,2,1.5,1.0,0.0,Real Bed,4.02535169073515,140.0,15.0,1,25.0,2,90,0,strict_14_with_grace_period,2850.0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5
481789,0,1,0,Tampines,East Region,1.34816,103.93238000000001,0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3.6375861597263857,1300.0,0.0,1,0.0,180,90,0,strict_14_with_grace_period,2843.0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5
553229,0,3,1,Jurong West,West Region,1.34135,103.71139000000001,1,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,4.07753744390572,280.0,25.0,1,14.0,2,77,0,strict_14_with_grace_period,3105.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1.0
604966,0,1,1,Bukit Timah,Central Region,1.33171,103.79383,1,Apartment,Entire home/apt,2,2.0,2.0,1.0,Real Bed,5.627621113690637,1398.0,63.0,1,0.0,4,87,0,strict_14_with_grace_period,2778.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1.0
642660,0,1,0,Rochor,Central Region,1.3010899999999999,103.85234,1,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,5.123963979403259,0.0,28.0,1,28.0,180,90,0,strict_14_with_grace_period,2758.0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.5
696136,0,1,1,Bukit Timah,Central Region,1.31016,103.79853,1,House,Private room,2,1.0,1.0,1.0,Real Bed,4.605170185988092,0.0,20.0,1,10.0,90,90,0,moderate,3058.0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5
719944,0,1,0,Queenstown,Central Region,1.30901,103.79639,1,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,5.3471075307174685,280.0,28.0,1,0.0,1,0,0,flexible,2713.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
733863,0,2,0,Serangoon,North-East Region,1.36743,103.87288000000001,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,3.295836866004329,590.0,30.0,1,15.0,180,90,0,strict_14_with_grace_period,2696.0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1.0
746929,1,1,1,Bedok,East Region,1.30792,103.92286999999999,1,Condominium,Entire home/apt,4,3.0,2.0,3.0,Real Bed,4.990432586778736,140.0,70.0,4,70.0,2,8,0,strict_14_with_grace_period,2687.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0.5
747813,0,6,0,Downtown Core,Central Region,1.27663,103.84521,1,Condominium,Private room,4,1.0,1.0,1.0,Real Bed,6.802394763324311,0.0,0.0,1,99.0,4,0,1,strict_14_with_grace_period,2686.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.25
756267,1,5,1,Marine Parade,Central Region,1.30416,103.90075999999999,1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,5.10594547390058,500.0,0.0,1,0.0,2,66,0,moderate,2971.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0.5
756300,0,1,1,Serangoon,North-East Region,1.35001,103.87161,1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3.7612001156935624,0.0,35.0,1,15.0,1,0,0,flexible,2680.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0.5
756347,0,1,0,Pasir Ris,East Region,1.37527,103.94561999999999,1,Apartment,Private room,1,0.5,1.0,1.0,Real Bed,5.327876168789581,0.0,0.0,1,0.0,1,0,0,flexible,2680.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
764599,0,1,0,Toa Payoh,Central Region,1.34143,103.84945,1,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,3.9512437185814275,0.0,0.0,1,14.0,2,90,0,strict_14_with_grace_period,2674.0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0
765579,0,126,1,Outram,Central Region,1.2841,103.84253000000001,1,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,3.8066624897703196,0.0,15.0,1,8.0,90,90,1,strict_14_with_grace_period,2840.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1.0
768313,0,1,0,Punggol,North-East Region,1.39963,103.9064,1,Apartment,Private room,1,0.0,0.0,0.0,Real Bed,5.117993812416755,0.0,0.0,1,0.0,1,90,0,flexible,2671.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
782227,0,1,1,Queenstown,Central Region,1.28342,103.78585,1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,4.859812404361672,0.0,36.0,1,0.0,3,90,0,moderate,2663.0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.5
804470,0,1,1,Tanglin,Central Region,1.30292,103.82253,1,Condominium,Entire home/apt,6,3.5,4.0,4.0,Real Bed,7.8713112033234065,6990.0,273.0,1,0.0,1,0,0,moderate,3169.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0.6666666666666666
815685,0,45,0,Bukit Merah,Central Region,1.28909,103.80749,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,3.6888794541139363,250.0,55.0,1,0.0,180,89,0,strict_14_with_grace_period,3017.0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1.0
819034,1,5,1,Marine Parade,Central Region,1.30492,103.90315,1,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,5.707110264748875,500.0,0.0,1,0.0,2,73,0,moderate,2971.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0.5
819044,1,5,1,Marine Parade,Central Region,1.30425,103.90097,1,Apartment,Private room,2,0.5,1.0,1.0,Real Bed,5.0106352940962555,500.0,0.0,1,0.0,2,68,0,moderate,2971.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0.5
822413,0,4,0,Tanglin,Central Region,1.29839,103.82808,1,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,5.442417710521793,500.0,0.0,4,20.0,4,90,0,strict_14_with_grace_period,2683.0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0.5
823571,0,1,1,Bedok,East Region,1.31313,103.91479,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,5.631211781821365,0.0,0.0,1,0.0,1,90,0,flexible,2657.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
833289,0,1,1,Bukit Merah,Central Region,1.27681,103.82381,1,Condominium,Private room,2,1.0,1.0,2.0,Real Bed,5.003946305945459,0.0,0.0,1,0.0,1,90,0,flexible,2636.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0.5
879526,0,3,1,Hougang,North-East Region,1.36792,103.89826,1,Condominium,Shared room,1,1.0,1.0,1.0,Real Bed,3.295836866004329,0.0,7.0,1,0.0,4,90,0,flexible,2608.0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1.0
881253,0,126,1,Outram,Central Region,1.28291,103.84284,1,Apartment,Private room,1,1.0,1.0,2.0,Real Bed,4.189654742026425,0.0,20.0,1,40.0,90,0,1,strict_14_with_grace_period,2840.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1.0
881683,0,3,1,Hougang,North-East Region,1.36775,103.89855,1,Condominium,Private room,1,1.0,1.0,2.0,Real Bed,3.6888794541139363,0.0,7.0,1,0.0,30,18,0,moderate,2608.0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1.0
915275,0,126,1,Kallang,Central Region,1.3123,103.8568,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,4.007333185232471,0.0,20.0,1,10.0,18,54,1,strict_14_with_grace_period,2840.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1.0
918880,0,1,1,Serangoon,North-East Region,1.36885,103.8731,1,Apartment,Private room,1,1.0,1.0,2.0,Real Bed,4.189654742026425,250.0,80.0,1,0.0,1,89,0,moderate,2581.0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1.0
922138,0,4,0,Downtown Core,Central Region,1.27529,103.84494000000001,1,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,5.480638923341991,500.0,0.0,1,0.0,4,0,0,strict_14_with_grace_period,2683.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0.5
922509,0,126,1,Outram,Central Region,1.28429,103.84297,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,4.0943445622221,0.0,30.0,1,10.0,90,17,1,strict_14_with_grace_period,2840.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1.0
963342,0,2,0,Hougang,North-East Region,1.3736899999999999,103.87847,0,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,3.5553480614894135,0.0,50.0,1,0.0,20,53,0,moderate,2556.0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0.5
982909,1,4,1,Novena,Central Region,1.33334,103.8327,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,4.248495242049359,200.0,30.0,1,30.0,2,53,0,strict_14_with_grace_period,2598.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1.0
1024986,1,1,1,River Valley,Central Region,1.29245,103.83742,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,4.976733742420574,1000.0,50.0,1,10.0,1,58,0,strict_14_with_grace_period,2529.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0.5
1060046,1,1,1,Bukit Panjang,West Region,1.38123,103.76874000000001,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,3.8918202981106265,150.0,0.0,1,0.0,3,0,0,strict_14_with_grace_period,2521.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1.0
1078804,0,3,1,Hougang,North-East Region,1.36764,103.90228,1,Condominium,Private room,1,1.0,1.0,0.0,Real Bed,3.367295829986474,0.0,7.0,1,0.0,30,89,0,flexible,2608.0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1.0
1142414,0,126,1,Kallang,Central Region,1.31189,103.85901,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,3.871201010907891,0.0,20.0,1,10.0,18,86,1,strict_14_with_grace_period,2840.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1.0
1178486,0,1,0,Kallang,Central Region,1.2963799999999999,103.87281999999999,1,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,4.382026634673881,0.0,20.0,1,25.0,90,0,0,flexible,2476.0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
1210268,1,18,0,Tanglin,Central Region,1.31617,103.82694000000001,1,Serviced apartment,Entire home/apt,5,3.0,3.0,4.0,Real Bed,5.768320995793772,1000.0,120.0,1,0.0,7,75,1,strict_14_with_grace_period,2466.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.6
1229614,1,18,0,Tanglin,Central Region,1.31503,103.82614000000001,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,5.0106352940962555,500.0,100.0,1,0.0,7,80,1,strict_14_with_grace_period,2466.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5
1233249,1,18,0,Tanglin,Central Region,1.3150700000000002,103.82704,1,Serviced apartment,Entire home/apt,3,2.5,2.0,2.0,Real Bed,5.480638923341991,500.0,100.0,1,0.0,7,56,1,strict_14_with_grace_period,2466.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.6666666666666666
1242205,0,2,1,Marine Parade,Central Region,1.31,103.90321,1,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,4.919980925828125,171.0,41.0,1,20.0,6,0,1,strict_14_with_grace_period,2719.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0.5
1244654,0,126,1,Outram,Central Region,1.2838,103.84265,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,4.04305126783455,0.0,30.0,1,10.0,90,87,1,strict_14_with_grace_period,2840.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1.0
1249555,0,126,1,Kallang,Central Region,1.31213,103.8561,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,4.007333185232471,0.0,20.0,1,10.0,18,56,1,strict_14_with_grace_period,2840.0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1.0
1261443,0,126,1,Outram,Central Region,1.2845799999999998,103.84311,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,4.189654742026425,0.0,20.0,1,10.0,90,82,1,strict_14_with_grace_period,2840.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1.0
1277842,0,9,0,Queenstown,Central Region,1.2927,103.7685,1,House,Private room,2,4.0,1.0,2.0,Real Bed,4.0943445622221,0.0,0.0,1,0.0,5,0,0,moderate,2446.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1277919,0,9,0,Queenstown,Central Region,1.2927,103.7685,0,Apartment,Shared room,2,4.0,1.0,2.0,Real Bed,3.912023005428146,0.0,0.0,1,0.0,5,90,0,flexible,2446.0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1302185,1,18,0,Geylang,Central Region,1.31511,103.88946999999999,1,Apartment,Entire home/apt,5,1.5,1.0,3.0,Real Bed,4.852030263919617,500.0,50.0,2,20.0,30,90,0,moderate,2439.0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.2
1315867,0,1,1,Bedok,East Region,1.31259,103.91067,0,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,4.248495242049359,0.0,60.0,1,0.0,2,71,0,strict_14_with_grace_period,2691.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1.0
1363204,0,126,1,Outram,Central Region,1.28386,103.84238,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,4.0943445622221,0.0,30.0,1,10.0,90,28,1,strict_14_with_grace_period,2840.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1.0
1370765,0,9,0,Woodlands,North Region,1.42977,103.78311,1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3.8918202981106265,150.0,20.0,1,10.0,90,89,0,strict_14_with_grace_period,2464.0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.5
1370803,0,9,0,Woodlands,North Region,1.44412,103.76859,1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3.9889840465642745,145.0,10.0,1,15.0,90,89,0,strict_14_with_grace_period,2464.0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.5
1370834,0,9,0,Woodlands,North Region,1.4356799999999998,103.77544,1,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,3.332204510175204,0.0,20.0,1,10.0,90,83,0,moderate,2464.0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1.0
1370852,0,9,0,Mandai,North Region,1.42275,103.78756,1,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,3.367295829986474,0.0,20.0,1,16.0,90,89,0,strict_14_with_grace_period,2464.0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.5
1407407,0,9,0,Mandai,North Region,1.42426,103.7777,1,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,3.332204510175204,0.0,20.0,1,0.0,90,89,0,strict_14_with_grace_period,2464.0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1.0
1407454,0,9,0,Mandai,North Region,1.42269,103.77639,1,Apartment,Private room,1,1.5,1.0,0.0,Real Bed,3.5553480614894135,0.0,20.0,1,0.0,90,89,0,strict_14_with_grace_period,2464.0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1.0
1407465,0,9,0,Woodlands,North Region,1.42759,103.77932,1,Condominium,Private room,1,2.0,1.0,1.0,Real Bed,3.2188758248682006,0.0,15.0,1,0.0,90,89,0,strict_14_with_grace_period,2464.0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1.0
1413962,0,0,1,Bedok,East Region,1.32889,103.90799999999999,1,House,Private room,3,1.0,1.0,1.0,Real Bed,4.382026634673881,500.0,50.0,2,0.0,14,89,1,strict_14_with_grace_period,2412.0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0.3333333333333333
1434208,0,1,1,River Valley,Central Region,1.29211,103.836,1,Apartment,Entire home/apt,6,2.0,3.0,5.0,Real Bed,5.991464547107982,1000.0,50.0,1,0.0,4,0,0,strict_14_with_grace_period,2409.0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0.5
1466685,1,1,0,Toa Payoh,Central Region,1.3305,103.8424,1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,3.8066624897703196,0.0,0.0,1,0.0,90,27,0,moderate,2661.0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1.0
1485189,1,1,0,Tanglin,Central Region,1.30768,103.82016999999999,1,Condominium,Private room,3,1.5,1.0,1.0,Real Bed,4.653960350157523,6291.0,70.0,2,49.0,6,88,0,strict_14_with_grace_period,2397.0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0.3333333333333333
